DataDate,PM2_5,PM10,Temp,Hum,Hum_Ref,Temp_Ref,PM2_5_Ref
2023-10-02,3.313747228381375,3.341463414634146,28.315742793791575,74.33259423503326,92.85764966740577,29.498425720620844,8.024603993348116
2023-10-03,2.8253968253968256,2.8492063492063493,26.324603174603176,80.88095238095238,98.09126984126983,28.29388888888889,7.386906325396825
2023-10-04,3.983527131782946,4.044573643410852,29.62102713178295,69.5,86.78267441860466,30.61984496124031,9.367063079457363
2023-10-05,7.238549618320611,7.669847328244275,28.891984732824426,72.40458015267176,93.14045801526717,29.665076335877863,13.032494354961832
2023-10-06,6.077669902912621,6.4524271844660195,30.090970873786407,66.88932038834952,83.26708737864078,31.121009708737862,12.332191873786407
2023-10-07,6.729166666666667,7.080492424242424,30.59498106060606,65.76988636363636,83.94926136363637,30.83335227272727,13.787170613636365
2023-10-08,4.50625,4.69125,29.571125000000002,70.25,86.45955,29.869625,9.78393501
2023-10-09,3.71875,3.7625,30.735781250000002,66.3578125,84.30371875,30.907375000000002,9.542891528125
2023-10-10,13.546979865771812,15.154362416107382,29.117673378076063,73.01118568232663,89.64832214765102,30.310246085011187,27.53243111856823
2023-10-11,6.0459518599562365,6.439824945295404,30.460175054704592,67.10831509846827,84.88693654266959,30.823194748358862,15.111554857768052
2023-10-12,6.5137299771167045,6.922196796338673,30.815446224256295,65.65217391304348,83.9074599542334,30.91945080091533,16.3684071395881
2023-10-13,11.738775510204082,12.812244897959184,29.526326530612245,68.00408163265305,85.89632653061224,30.030367346938775,18.91100134693878
2023-10-14,9.299498746867167,10.156641604010025,31.296992481203006,65.95739348370927,88.03877192982456,30.857393483709274,18.325812187969927
2023-10-15,5.456369982547993,5.818499127399651,29.931762652705064,65.78795811518324,82.16162303664922,30.602984293193714,12.179983722513088
2023-10-16,4.456238361266294,4.5912476722532585,29.795903165735567,66.84450651769087,85.6198137802607,30.219348230912477,10.332808556797021
2023-10-17,2.348101265822785,2.3544303797468356,29.991772151898733,66.27848101265823,86.03417721518987,30.136835443037974,7.872796506329114
2023-10-18,23.875,26.875,27.975,72.875,95.15,27.705,33.1370775
2023-10-27,4.660493827160494,4.7253086419753085,28.614814814814817,73.29938271604938,89.46895061728395,30.25685185185185,12.143141604938272
2023-10-28,7.912447257383966,8.462025316455696,30.565611814345992,65.834388185654,84.18196202531645,31.174472573839665,16.338179407172994
2023-10-29,7.632096069868996,8.168122270742359,30.897816593886464,66.12117903930131,84.83965065502183,31.489825327510918,15.36542786026201
2023-10-30,8.223112128146454,8.816933638443937,31.291990846681923,65.52860411899313,84.01718535469108,31.901807780320368,16.564121395881006
2023-10-31,6.768055555555556,7.134722222222222,27.293055555555554,75.10972222222222,94.75722222222223,28.723944444444445,13.029527213888887
2023-11-01,4.037234042553192,4.24468085106383,30.28031914893617,65.50531914893617,86.58851063829788,30.498297872340427,9.62885410106383
2023-11-03,3.3671875,3.3828125,26.25703125,80.4921875,95.490625,29.2425,9.77323465625
2023-11-04,8.752399232245681,9.704414587332053,31.225047984644913,64.34069097888676,84.52996161228407,31.703666026871403,21.4404426487524
2023-11-05,12.565265486725664,14.076327433628318,30.51216814159292,65.35176991150442,84.99203539823009,31.183672566371683,28.298009203539824
2023-11-06,10.86658932714617,11.966357308584687,31.418445475638052,62.53712296983759,82.89770301624131,31.770788863109047,21.499060580046404
2023-11-07,6.323091247672253,6.754189944134078,30.454096834264433,69.80167597765363,89.76666666666667,31.016331471135942,11.405900837988828
2023-11-08,3.4553775743707096,3.530892448512586,30.81659038901602,66.66132723112128,87.12649885583524,31.33411899313501,8.052689697940504
2023-11-09,2.7918149466192173,2.793594306049822,29.675088967971533,68.64768683274022,86.65959074733097,31.00386120996441,7.284322873665481
2023-11-10,4.999063670411985,5.170411985018727,30.647659176029965,65.4625468164794,84.59411985018727,31.57014981273408,10.570303803370788
2023-11-11,4.91948310139165,5.150099403578529,30.37296222664016,67.56063618290258,88.0644333996024,31.261769383697814,10.953425596421472
2023-11-12,6.916023166023166,7.36003861003861,31.284169884169884,62.34073359073359,81.64455598455598,32.001138996139,14.100906505791507
2023-11-13,8.458412098298677,9.0586011342155,30.85037807183365,66.02079395085066,86.62561436672968,31.598090737240074,15.889325973534971
2023-11-14,9.842706502636204,10.755711775043936,30.146924428822494,67.76977152899825,86.85618629173989,31.384534270650263,17.377595395430582
2023-11-15,13.136704119850187,14.514981273408239,27.85805243445693,69.16011235955057,86.40908239700374,29.89799625468165,21.695162061797753
2023-11-16,6.051971326164875,6.546594982078853,30.89892473118279,61.05555555555556,79.09372759856632,32.090501792114694,14.442073853046594
