PM2_5,PM10,Temp,Hum,Hum_Ref,Temp_Ref,PM2_5_Ref
3.0,3.0,28.2,78.0,97.2,28.51,6.853345
4.0,4.0,28.0,80.0,97.2,28.46,7.01443
4.0,4.0,27.8,79.0,97.8,28.44,7.178165
5.0,5.0,27.7,79.0,97.7,28.44,7.306012
4.0,5.0,27.6,80.0,97.8,28.45,7.49473
4.0,4.0,27.4,81.0,98.0,28.48,7.531599
5.0,5.0,27.2,81.0,97.0,28.46,7.631324
5.0,5.0,27.1,81.0,96.9,28.45,7.54763
6.0,6.0,27.0,82.0,97.1,28.51,7.552567
7.0,7.0,26.9,83.0,97.6,28.52,7.615114
5.0,5.0,26.8,84.0,97.8,28.55,7.683397
7.0,7.0,26.8,83.0,97.1,28.5,7.732088
4.0,4.0,26.8,84.0,97.6,28.49,7.786018
4.0,4.0,26.8,83.0,97.3,28.55,7.829504
5.0,5.0,26.8,83.0,96.8,28.52,7.833817
5.0,5.0,26.7,84.0,97.0,28.46,7.862627
7.0,7.0,26.6,84.0,97.3,28.48,7.981634
6.0,6.0,26.6,84.0,97.2,28.49,8.105077
6.0,6.0,26.5,85.0,97.3,28.46,8.261484
5.0,5.0,26.5,84.0,97.4,28.43,8.459388
5.0,5.0,26.5,84.0,97.6,28.45,8.676494
5.0,5.0,26.4,85.0,97.5,28.4,8.810537
7.0,7.0,26.3,85.0,97.7,28.33,8.971627
6.0,6.0,26.3,85.0,97.8,28.35,9.079402
6.0,6.0,26.3,85.0,97.9,28.39,9.040086
5.0,5.0,26.2,86.0,98.4,28.4,9.073803
5.0,5.0,26.1,85.0,98.3,28.44,9.09593
5.0,5.0,26.1,86.0,97.5,28.38,9.049017
7.0,7.0,25.9,86.0,97.8,28.32,9.012565
5.0,5.0,26.0,86.0,98.3,28.32,9.046494
5.0,5.0,26.1,86.0,97.9,28.33,8.957416
5.0,5.0,26.0,86.0,97.9,28.31,8.871243
6.0,6.0,26.1,85.0,97.9,28.28,8.780812
4.0,4.0,26.0,86.0,98.0,28.25,8.659581
5.0,5.0,26.0,86.0,97.9,28.22,8.569311
6.0,6.0,26.0,86.0,98.2,28.17,8.440824
5.0,5.0,26.0,86.0,98.3,28.18,8.517543
5.0,5.0,25.9,86.0,98.5,28.16,8.543363
5.0,5.0,25.9,86.0,98.7,28.15,8.606404
5.0,5.0,25.8,86.0,99.3,28.13,8.753308
5.0,5.0,25.8,86.0,99.3,28.11,8.783769
6.0,6.0,25.7,86.0,98.8,28.01,8.856364
6.0,6.0,25.7,86.0,99.0,27.98,8.874791
6.0,6.0,25.7,87.0,99.0,28.02,8.915553
5.0,5.0,25.6,87.0,99.0,28.05,8.924587
6.0,6.0,25.5,87.0,99.0,28.09,8.929511
6.0,6.0,25.5,87.0,98.8,28.11,8.974326
4.0,4.0,25.4,88.0,98.7,28.07,8.913808
6.0,6.0,25.3,87.0,98.3,28.08,8.87697
5.0,5.0,25.3,87.0,98.5,28.09,8.836223
5.0,5.0,25.3,87.0,98.8,28.09,8.827229
6.0,6.0,25.3,87.0,98.7,28.1,8.787057
7.0,7.0,25.3,87.0,98.5,28.09,8.724952
7.0,7.0,25.3,87.0,98.4,28.07,8.755718
6.0,6.0,25.4,86.0,98.1,28.03,8.771326
6.0,6.0,25.4,87.0,98.0,28.01,8.803996
6.0,6.0,25.3,87.0,98.2,28.0,8.811427
6.0,6.0,25.4,87.0,98.5,27.97,8.941524
6.0,6.0,25.3,87.0,99.0,27.97,9.057108
6.0,7.0,25.3,87.0,99.2,27.96,9.127656
5.0,5.0,25.2,87.0,99.7,27.9,9.017673
7.0,7.0,26.0,94.0,99.8,28.27,8.553578
7.0,7.0,26.2,94.0,99.5,28.4,8.5049
6.0,6.0,26.2,94.0,98.7,28.5,8.41718
5.0,5.0,26.2,92.0,98.9,28.71,8.345012
5.0,5.0,26.3,92.0,97.4,28.77,8.331735
5.0,5.0,26.4,93.0,97.0,28.78,8.362643
4.0,4.0,26.5,91.0,97.5,28.67,8.320399
4.0,4.0,26.6,90.0,98.3,28.73,8.270255
6.0,6.0,26.8,90.0,97.2,28.8,8.274947
5.0,5.0,27.1,90.0,97.2,28.72,8.298407
5.0,5.0,27.4,89.0,97.8,28.72,8.298407
